응답자ID,업종,규모,SQ3_2,문1_1,문1_2,문1_3,문1_4,문1_5,문1_6,문1_7,문1_8,문1_9,문1_10,문2_1,문2_2,문2_3,문2_4,문2_5,문2_6,문2_7,문2_8,문3_1_1,문3_1_2,문3_1_3,문3_2_1,문3_2_2,문3_2_3,문3_3_1,문3_3_2,문3_3_3,문3_4_1,문3_4_2,문3_4_3,문3_5_1,문3_5_2,문3_5_3,문4_1_1,문4_1_2,문4_1_3,문4_1_4,문4_2_1,문4_2_2,문4_2_3,문4_2_4,문5_1,문5_2,문6_1,문6_2,문7_1,문7_2,문7_3,문8_1,문8_2,문8_3,문8_4,문9_1,문9_2,문9_3,문9_4,문9_5,문9_6,문10_1,문10_2,문10_3,문10_4,문11_1,문11_2,문11_3,문11_4,문11_4_1,문11_5,문11_6,문12_1_1,문12_2_1,문12_2_2,문12_2_3,문12_2_4,문13_1,문13_2,문13_3,문13_4,문13_1_1,문13_1_2,문13_1_3,문13_1_4,문14_1,문14_2,문14_3,문14_4,문14_5,문14_6,문14_7,문14_8,문14_9,문14_9_TXT,문14_9999,문15_1,문15_2,문15_3,문15_4,문15_5,문15_6,문15_7,문15_8,문15_9,문15_9_TXT,문16_1,문16_2,문16_3,문17_1_1,문17_1_2,문17_1_3,문17_1_4,문17_2_1,문17_2_2,문17_2_3,문17_2_4,문17_3_1,문17_3_2,문17_3_3,문17_3_4,문17_4_1,문17_4_2,문17_4_3,문17_4_4,문17_5_1,문17_5_2,문17_5_3,문17_5_4,문17_6_1,문17_6_2,문17_6_3,문17_6_4,문17_7_1,문17_7_2,문17_7_3,문17_7_4,문17_8_1,문17_8_2,문17_8_3,문17_8_4,문17_9_1,문17_9_2,문17_9_3,문17_9_4,문17_9_TXT,문18,문18_9_TXT,문19_1,문19_2,문19_3,문19_4,문19_5,문19_6,문19_7,문19_8,문19_9,문19_9_TXT,문20_1,문20_2,문20_3,문21_1,문21_2,문21_3,문21_4,문21_5,문21_6,문21_7,문21_8,문21_9,문21_10,문21_11,문21_12,문21_13,문21_14,문21_15,문21_16,문22_1,문22_2,문22_3,문22_4,문22_5,문22_6,문22_7,문22_8,문22_8_TXT,문23_1,문23_2,문23_3,문23_4,문23_5,문23_6,문23_7,문23_8,문23_9,문23_10,문23_11,문23_12,문23_12_TXT,문24_1,문24_2,문24_3,문24_4,문24_5,문24_6,문24_7,문24_8,문24_9,문24_10,문25_1_1_1,문25_1_1_2,문25_1_2_1,문25_1_2_2,문25_1_3_1,문25_1_3_2,문25_1_4_1,문25_1_4_2,문25_2_1_1,문25_2_1_2,문25_2_2_1,문25_2_2_2,문25_2_3_1,문25_2_3_2,문25_2_4_1,문25_2_4_2,문26,문27_1,문27_2,문27_3,문27_4,문27_5,문27_6,문27_7,문27_7_TXT,문28_1,문28_2,문28_3,문28_4,문28_5,문28_6,문29_1,문29_2,문29_3,문29_4,문30_1,문30_2,문30_3,문30_4,문30_5,문30_6,문30_7,문30_8,문30_9,문30_10,문30_11,문30_12,문30_12_TXT,문30_13,문31_1,문31_2,문31_3,문31_4,문32_1,문32_2,문32_3,문32_4,문33_1,문33_2,문33_3,문34_1,문34_2,문34_3,문34_4,문34_4_TXT,문35_1,문35_2,문35_3,문35_4,문35_4_TXT,문35_5,문35_5_TXT,문36_1,문36_2,문36_3_1,문36_3_2,문36_3_3,문36_3_4,문36_3_5,문36_3_6,문36_3_7,문36_4,문36_5,문37_1_1,문37_1_2,문37_2_1,문37_2_2,문37_3_1,문37_3_2,문38_1_1,문38_1_2,문38_1_3,문38_2_1,문38_2_2,문38_2_3,문39,문40_1,문40_1_TXT,문40_2,문40_3,문40_4,문40_5,문40_6,문40_6_TXT,문41,문41_7_TXT,문42,문43,WT1,
460,14,3,서울특별시,4,2,3,3,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,0,0,0,0,,,1,0,0,3,0,0,3,4,4,4,4,3,3,3,4,4,0,4,4,3,1,1,0,0,1,1,,,3,3,3,3,3,3,3,3,3,3,3,,,2,6,3,6,5,3,3,5,5,3,2,4,90,1,3,3,5,2,15,2,7,3,77,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,3,,2,,,,,,4,2,242900,150000,206400,130000,197700,120000,300,290,290,85,0,3,2,,,2,,,1,,,1,,,60,2.6400,
461,14,3,서울특별시,4,2,3,3,3,4,4,4,4,4,0,0,0,1,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,1000,100.00,0.00,0.00,0.00,100,100,100,100,,,,,1,2,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,1,0,1,2,0,1,2,2,2,2,2,2,2,2,3,3,0,3,3,2,1,1,0,0,3,0,,,3,3,3,3,3,3,3,3,3,3,3,,,4,5,5,3,5,3,5,4,5,3,1,4,81,1,3,3,15,2,5,2,4,3,90,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,2,3,,2,,,,,,4,2,405100,,370600,,317480,,280,260,247,50,0,5,2,,,1,,,,,,1,,,60,2.6400,
462,14,3,서울특별시,4,3,3,4,2,4,4,4,3,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,1000,100.00,0.00,0.00,0.00,100,100,100,105,,,,,1,2,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,0,0,0,0,,,1,0,0,2,0,0,2,3,3,3,2,3,2,2,3,3,0,3,3,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,6,2,3,5,3,5,5,5,3,1,4,91,1,2,3,6,2,5,2,4,3,90,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,3,,2,,,,,,4,2,366900,366900,363100,363100,359000,359000,210,210,200,50,1,8,2,,,,,2,1,,,2,,,60,2.6400,
463,14,3,서울특별시,4,2,4,4,3,4,4,4,3,3,0,0,0,1,0,0,0,0,0,,,0,,,0,,,,,2,,,2,,,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,4422,100.00,0.00,0.00,0.00,98,90,95,105,,,,,1,,3,,,,7,,,,,4,4,3,2,2,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,0,0,,,1,0,1,3,2,2,2,3,2,2,3,4,3,2,3,2,3,2,2,5,3,3,4,4,4,4,,,0,0,0,0,0,3,3,3,2,0,3,,,3,4,3,4,5,5,4,4,3,4,10,4,50,1,10,3,30,2,15,2,7,4,70,1,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,11,,,,0,0,0,1,1,0,0,0,1,0,2,0,0,0,,,1,2,,,,,,1,3,,2,,,,,,4,2,190380,2478,202527,1563,221483,818,312,304,344,61,5,34,2,,,1,2,,,,,5,,외감법 및 내부회계등 기업경영 환경과 동떨어진 법안좀 없애주셨으면 좋겠습니다.,100,1.8333,
464,14,3,서울특별시,4,2,4,4,4,4,4,4,4,4,0,0,1,1,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,1500,100.00,0.00,0.00,0.00,95,95,100,100,,,,,1,2,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,0,0,0,0,0,,,1,0,0,2,1,1,2,2,3,2,2,2,2,2,3,3,0,3,3,2,1,2,0,1,2,0,,,3,3,3,3,3,3,3,3,3,3,3,,,4,4,3,3,5,3,4,5,5,3,2,4,90,1,3,3,5,2,5,2,4,3,90,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,2,3,,2,,,,,,1,2,257340,80000,317550,90000,309590,92000,210,240,228,50,1,8,2,,,1,,,2,,,1,,,50,2.6400,
465,14,3,서울특별시,4,3,3,4,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,1500,100.00,0.00,0.00,0.00,95,95,100,100,,,,,1,,,,,,,8,,,,4,1,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,0,0,0,0,,,1,0,0,4,0,1,4,4,4,3,2,3,2,2,3,3,0,3,3,3,1,1,0,1,2,1,,,3,3,3,3,3,3,3,3,3,3,3,,,2,6,2,2,5,3,4,5,5,3,2,4,90,1,3,3,5,2,20,2,7,3,72,1,1,4,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,4,0,,,2,1,,,,,,1,2,,2,,,,,,4,2,47300,,47700,,49000,,260,260,270,60,0,7,2,,,1,,,,,,1,,,50,2.6400,
466,14,3,서울특별시,4,3,2,3,4,3,4,4,3,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,1,0,1,1,0,0,1000,100.00,0.00,0.00,0.00,100,100,100,110,,,,,1,,3,,,,,,,,,4,4,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,0,0,0,0,0,,,1,0,1,3,3,4,4,3,3,3,2,3,3,3,4,3,2,2,2,0,0,0,0,0,0,0,,,3,3,3,3,3,3,3,3,3,3,3,,,4,3,4,5,4,3,5,3,4,4,5,4,75,1,12,2,8,3,15,3,20,2,62,1,3,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,4,0,0,,,1,2,,,,,,1,3,,2,,,,,,4,2,259385,233100,253375,227700,274400,246600,300,300,322,3,1,3,1,,,,,2,1,,,2,,,60,1.8333,
467,14,3,서울특별시,4,3,3,4,3,4,4,4,3,4,0,0,1,1,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,2,1,1,2,3,3,2,3,2,3,2,3,3,3,3,3,0,0,0,0,0,0,0,,,3,3,3,3,3,3,3,3,3,3,3,,,2,4,3,3,5,3,4,4,5,3,3,4,84,1,5,3,8,2,10,2,5,3,85,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,3,,,,,,,7,4,2,245000,50000,220000,52000,207900,50000,420,410,410,65,1,0,2,,,,,,1,,,1,,,40,1.8333,
468,14,4,경기도,0,4,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,2,,,1,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,1,0,1,1,0,0,1720,100.00,0.00,0.00,0.00,100,100,100,100,,,,,1,,,,,,,,,,,3,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,5,2,5,2,4,3,5,3,4,3,10,4,60,1,10,3,20,2,60,1,10,3,20,2,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,0,2,0,0,0,,,2,1,,,,,,1,3,,2,,,,,,3,2,179640,3740,179640,3820,179640,3940,503,500,503,40,0,2,2,,,1,2,,,,,1,,,20,1.4286,
469,14,4,서울특별시,4,5,4,5,4,5,5,5,4,5,0,0,1,0,1,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,3,1,1,1,1,20,10,70,1,2,,4,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,9985,50.00,20.00,20.00,10.00,97,97,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,3,3,5,3,3,3,,,1,1,1,,1,2,,,1,2,,0,,,,0,,,,,1,2,,0,,,,0,,,,0,,,,,,,,,1,,2,2,2,2,2,0,0,0,,,1,1,1,3,3,3,4,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,,,3,3,3,3,3,3,3,3,2,3,3,,,6,3,4,6,6,2,6,4,7,7,18,4,35,1,22,3,25,2,38,1,15,3,37,2,10,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,2,1,2,3,2,2,3,3,3,,,1,,2,,,,,2,3,,2,,,,,,1,2,1354627,1354000,1316638,1316000,1533976,1533619,600,601,640,63,8,11,2,,,,,2,1,,,2,,,60,1.4286,
470,14,4,서울특별시,4,5,3,5,5,5,5,5,4,5,0,0,1,1,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,3,1,1,1,1,10,20,70,1,,,,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,0,0,50000,90.00,0.00,0.00,10.00,100,100,97,100,,,,,1,2,3,4,5,6,7,8,,,,5,4,3,4,4,3,3,3,,,1,0,1,0,,,,,1,2,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,2,,2,0,2,2,2,0,0,0,,,1,1,1,4,4,4,4,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,,,3,3,3,3,3,3,3,3,3,3,3,,,4,3,4,4,6,3,5,3,6,3,13,4,45,1,20,3,22,2,35,2,10,4,40,1,15,3,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,1,1,0,1,0,0,1,2,2,2,3,0,3,,,,2,1,,,,,1,3,,2,,,,,,1,2,283694,2800,286316,2500,299583,2827,460,450,455,65,4,28,1,,,1,2,,,,,1,,,60,1.8333,
471,14,5,서울특별시,4,2,2,4,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,,,0,,,0,,,0,,,0,,,,,2,,,1,,,1,0,1,0,30,0,70,1,,,,1,1,1,0,0,0,1,,,,1,1,0,1,1,0,0,700,100.00,0.00,0.00,0.00,100,100,100,100,,,,,1,2,,,,,,,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,4,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,6,2,5,3,6,3,3,5,2,6,10,4,50,1,10,3,30,2,60,1,10,3,25,2,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,2,3,0,0,0,,,2,1,,,,,,1,3,,2,,,,,,2,2,175010,,165010,,175010,,432,420,432,50,0,5,2,,,1,,,,,,1,,,20,1.8333,
472,14,5,서울특별시,0,4,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,,,,2,,,2,,,2,0,,,,1,2,3,0,,,,1,0,1,0,60,0,40,1,,,,1,0,0,0,0,0,1,,,,1,1,1,1,1,0,0,5300,100.00,0.00,0.00,0.00,65,76,100,110,,,,,1,,3,,,,,8,,,,0,4,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,4,0,4,0,0,0,0,,,0,0,0,4,0,0,0,0,0,0,4,,,1,6,3,5,4,4,6,4,4,4,20,4,30,1,23,3,27,2,45,1,20,3,25,2,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,1,1,0,0,3,0,,,,1,2,,,,,1,3,1,2,3,4,5,,,1,2,195310,58593,197120,59136,169620,50886,648,624,624,53,15,20,2,,,1,2,,,,,1,,,20,1.4286,
473,14,5,부산광역시,4,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,,,,,2,,,2,,,2,0,,,,1,2,3,0,,,,1,0,1,0,70,0,30,1,,,,1,0,0,0,0,0,1,,,,1,1,0,1,1,0,0,8500,100.00,0.00,0.00,0.00,65,75,100,105,,,,,,,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,4,0,0,0,0,,,0,0,0,0,0,4,0,4,0,0,0,,,3,7,2,4,5,3,6,4,6,2,20,4,30,1,23,3,27,2,45,1,20,3,25,2,10,4,2,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,0,0,1,0,2,0,0,0,1,1,0,0,3,0,,,,1,2,,,,,1,3,1,2,3,4,5,,,4,2,387050,107115,347510,104253,348830,104649,774,830,835,60,10,20,2,,,1,2,,,,,1,,,20,1.4286,
474,14,5,서울특별시,5,5,5,5,5,5,5,5,5,5,1,0,1,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,3,1,1,0,1,0,15,85,1,2,,,1,1,1,1,1,1,1,2,,,1,1,0,1,1,1,0,9500,75.00,20.00,0.00,5.00,100,110,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,5,,,1,1,1,,1,2,,,1,2,,0,,,,,1,2,,,1,2,,0,,,,0,,,,,1,2,,,,,,,2,,2,0,2,0,2,0,0,0,,,1,1,1,5,5,5,5,3,3,3,4,4,3,3,4,4,3,3,3,4,4,4,4,5,5,5,,,3,3,3,3,3,3,3,3,3,3,3,,,4,6,4,5,5,3,4,4,5,5,10,4,49,1,19,3,22,2,39,1,19,3,34,2,8,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,2,0,2,3,3,2,4,4,4,,,2,,1,,,,,1,3,,2,,,,,,4,2,1103027,441000,1495353,580000,1495354,598000,698,729,720,40,7,8,1,,,1,,,2,,,1,,,60,1.4286,
475,14,5,서울특별시,5,5,5,5,5,5,5,5,5,5,0,0,1,1,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,1,1,1,1,10,20,70,1,2,3,4,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,9500,60.00,20.00,15.00,5.00,100,100,100,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,5,,,1,1,1,,1,2,3,,1,2,,,1,2,,,1,2,,,1,2,,0,,,,0,,,,,1,2,,,,,,,1,,2,2,2,2,2,0,0,0,,,1,1,1,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,,,3,3,3,3,3,3,3,3,3,3,3,,,6,4,5,6,7,3,4,4,7,6,8,4,50,1,20,3,22,2,28,2,20,3,42,1,10,4,2,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,0,0,1,0,2,2,1,1,3,3,2,3,3,3,,,1,,2,,,,,2,4,,2,,,,,,1,2,765914,536000,766644,536000,994560,696000,1057,1013,1425,70,7,14,2,,,2,,1,,,,2,,,60,1.4286,
476,14,5,서울특별시,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,1,1,1,1,10,10,80,1,2,3,4,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,9500,60.00,20.00,15.00,5.00,100,100,95,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,5,,,1,1,1,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,,,,,2,,2,2,2,0,2,0,2,0,,,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,5,5,5,,,3,3,3,3,3,3,3,3,3,3,3,,,5,4,4,5,6,4,4,5,6,4,7,4,54,1,15,3,24,2,35,2,20,3,37,1,8,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,2,1,1,3,3,3,3,3,3,,,2,,1,,,,,2,3,,2,,,,,,4,2,1494323,447000,1438634,431000,1176941,353000,2000,1900,1583,50,2,6,1,,,1,2,,,,,1,,,60,1.4286,
477,15,1,부산광역시,3,0,2,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,0,0,0,3,2,0,3,2,1,3,0,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,,,3,2,1,0,3,2,1,3,0,2,2,,,5,3,2,5,3,1,4,5,3,4,30,2,40,1,20,3,10,4,50,1,30,2,20,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,,,,,1,1,1,,,,,,,4,2,1200,,900,,1240,,13,13,13,10,0,0,2,,,1,,,,,,1,,,15,23.7333,
478,15,1,서울특별시,0,1,0,3,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,0,0,0,3,1,0,3,1,0,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,,3,0,3,2,0,3,2,1,3,2,0,,,4,2,5,4,5,1,4,5,3,2,30,2,40,1,10,4,20,3,50,1,30,2,20,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,,,,,1,1,,,,4,,,,4,2,3630,,6030,,9210,,16,16,16,10,0,0,2,,,1,,,,,,1,,,15,23.7333,
479,15,1,부산광역시,3,0,1,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,0,0,0,3,1,3,2,0,3,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,3,1,2,0,3,2,1,3,0,2,2,,,5,2,3,5,2,4,3,1,4,3,30,2,40,1,20,3,10,4,50,1,30,2,20,3,0,4,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,1,2,,,,,1,1,,,,,,,7,4,2,1260,,1350,,1500,,10,10,10,5,0,0,2,,,1,,,,,,1,,,15,23.7333,
480,15,1,서울특별시,2,0,0,3,3,0,0,2,0,3,0,0,0,0,0,0,0,0,,,2,0,,,0,,,0,,,0,,,,,2,,0,,,,1,0,1,0,30,0,70,1,,,,0,0,1,0,0,0,1,,,,1,1,0,1,1,0,0,750,30.00,0.00,0.00,70.00,70,70,80,80,,,,,,2,,,,,,,,,,3,0,2,3,3,0,3,2,,,0,1,0,,,2,,,1,,,0,,,,,,2,,,,2,,0,,,,,,2,,,1,,,,,,,,5,,2,2,0,0,0,0,0,0,,,0,1,0,3,0,2,3,2,1,3,1,3,1,0,3,3,0,0,0,3,0,3,2,3,2,0,,,3,2,0,3,2,2,0,0,2,2,2,,,5,2,4,2,5,4,4,2,5,4,30,2,40,1,20,3,10,4,50,1,30,2,10,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,1,3,2,2,0,0,0,,,,2,1,,,,,1,1,,2,,,,,,4,2,2380,,2470,,2590,,16,16,16,10,20,20,2,,,1,,,,,,5,,,15,23.7333,
481,15,1,충청북도,3,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,,,2,0,,,0,,,0,,,0,,,,,2,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,0,0,0,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,3,2,1,2,3,0,3,2,2,,,4,1,4,3,5,3,1,5,4,3,30,2,40,1,20,3,10,4,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,,,,,1,2,,,,,,,7,4,2,14200,,14280,,15440,,15,15,15,30,0,0,2,,,1,,,,,,1,,,15,23.7333,
482,15,1,경기도,0,3,2,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,1,0,0,0,1,,,,1,1,0,1,1,0,0,350,30.00,0.00,0.00,70.00,70,70,80,80,,,,,,2,,,,,,,,,,3,1,0,3,2,1,3,1,,,0,1,0,0,,,,0,,,,0,,,,0,,,,,,2,,0,,,,0,,,,0,,,,,,,,,5,,2,1,0,2,1,0,0,1,,,0,1,0,3,1,3,2,0,3,2,3,1,1,0,0,0,0,0,0,3,0,2,1,0,3,2,,,2,1,3,2,0,2,0,2,0,2,0,,,4,2,4,2,1,4,4,3,5,2,30,2,40,1,20,3,10,4,50,1,20,2,20,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,1,3,2,2,0,0,0,,,,2,1,,,,,1,1,,2,,,,,,4,2,4980,,5290,,5180,,14,14,14,10,15,15,2,,,1,,,,,,1,,,18,23.7333,
